EventID,Timestamp,Time,Direction,Coord1,Coord2,Direction2,Coord3,Coord4
798,130379603,1732262708.109956,'Left',136.9246602216037,-203.887787,'Right',173.3857814295208,175.952774
799,612442769653,1732240982.32296,'Right',-46.050309842253206,238.599258,,,
799,130388007,1732262708.11811,'Left',138.70646958445326,-208.85405,'Right',171.1527956399915,177.869461
800,612442782525,1732240982.332508,'Right',-48.116563130187416,240.152435,,,
800,130396562,1732262708.127562,'Left',140.28740872480492,-213.67514,'Right',168.3327683999847,179.064514
801,612442792200,1732240982.342804,'Right',-49.05064195109396,241.14624,,,
801,130404898,1732262708.135806,'Left',142.56491176110111,-217.938583,'Right',165.6408327518809,180.972122
802,612442802318,1732240982.353527,'Right',-49.87695111726899,241.710358,,,
802,130413249,1732262708.143491,'Left',147.0604473771966,-222.764893,'Right',161.4077543063094,182.844574
803,612442813202,1732240982.363439,'Right',-50.26174683228443,241.920715,,,
803,130421653,1732262708.152236,'Left',158.49183255964672,-228.342636,'Right',157.61779968823282,184.071701
804,612442822999,1732240982.373787,'Right',-50.5002637302182,242.169724,,,
804,130429999,1732262708.16414,'Left',179.25667010074304,-233.211746,'Right',155.53106764674698,185.781525
805,612442833262,1732240982.384094,'Right',-50.73823942523737,242.247665,,,
805,130438391,1732262708.168691,'Left',-151.99160533933122,-237.912155,'Right',158.04752966759327,190.817795
806,612442843736,1732240982.394207,'Right',-50.630515690202884,242.277023,,,
806,130446706,1732262708.177524,'Left',-133.16652207306882,-242.531784,'Right',153.93091132341468,188.624466
807,612442853852,1732240982.404534,'Right',-50.55622746416371,242.399231,,,
807,130455157,1732262708.186743,'Left',-134.88300787813452,-247.999405,'Right',152.97356923167072,190.39595
808,612442863984,1732240982.415698,'Right',-50.46536549967034,242.204437,,,
808,130463539,1732262708.194035,'Left',-137.83507656435324,-252.928329,'Right',150.81583543860773,190.635025
809,612442875176,1732240982.426262,'Right',-50.425282264274564,242.067261,,,
809,130471913,1732262708.202679,'Left',-140.6180336407907,-258.146729,'Right',151.55799025569797,192.516541
810,612442885926,1732240982.437005,'Right',-50.496573330597904,242.015533,,,
810,130480312,1732262708.210722,'Left',-143.06930652693364,-262.453003,'Right',149.41957853473392,193.251617
811,612442896554,1732240982.447001,'Right',-50.56453101169635,242.009277,,,
811,130488694,1732262708.218729,'Left',-145.6314453669039,-264.761658,'Right',147.72055546564096,194.183701
812,612442906723,1732240982.456635,'Right',-50.555266602426435,241.988281,,,
812,130497048,1732262708.228003,'Left',-145.62099762678605,-264.514954,'Right',147.04891446978988,195.29538
